msisdn,peer_msisdn,imei,tower_id,ts_start,duration_sec,call_type
666660552,666661889,35848615353057,TW-CH-001,2026-01-01 19:11:00,211,CALL
666660297,666661740,35886247656262,TW-CH-003,2026-01-11 08:44:00,149,CALL
666660328,666661100,35894400200970,TW-CH-008,2026-01-08 13:53:00,270,CALL
666660142,666661423,35863117394750,TW-CH-005,2026-01-08 13:09:00,189,CALL
666660628,666661522,35898813820976,TW-CH-004,2026-01-07 11:57:00,161,CALL
666660749,666661806,35899219369630,TW-CH-007,2026-01-05 09:27:00,12,CALL
666660880,666661533,35886912345478,TW-CH-002,2026-01-04 15:16:00,76,CALL
666660412,666661230,35822094068271,TW-CH-004,2026-01-03 15:51:00,287,CALL
666660428,666661715,35816860165023,TW-CH-004,2026-01-04 12:49:00,56,CALL
666660587,666661130,35853157481627,TW-CH-002,2026-01-11 09:35:00,276,CALL
666660811,666661204,35888578490002,TW-CH-004,2026-01-02 18:58:00,110,CALL
666660511,666661108,35860458286780,TW-CH-002,2026-01-04 14:09:00,163,CALL
666660605,666661891,35865983504120,TW-CH-001,2026-01-06 11:06:00,88,CALL
666660129,666661251,35865830211936,TW-CH-002,2026-01-01 19:10:00,13,CALL
666660306,666661494,35833462877883,TW-CH-007,2026-01-04 20:17:00,82,CALL
666660777,666661263,35895359038465,TW-CH-001,2026-01-06 08:57:00,52,CALL
666660539,666661668,35850990770298,TW-CH-007,2026-01-10 18:35:00,59,CALL
666660647,666661511,35823757942182,TW-CH-001,2026-01-10 12:46:00,199,CALL
666660841,666661825,35885964975032,TW-CH-002,2026-01-01 10:47:00,268,CALL
666660766,666661553,35839577011605,TW-CH-001,2026-01-11 09:30:00,91,CALL
666660603,666661517,35871730648495,TW-CH-006,2026-01-05 16:39:00,13,CALL
666660131,666661164,35886106271511,TW-CH-008,2026-01-11 15:33:00,46,CALL
666660241,666661402,35866318012705,TW-CH-007,2026-01-08 19:58:00,63,CALL
666660942,666661815,35827040940217,TW-CH-003,2026-01-01 18:19:00,236,CALL
666660180,666661866,35820715033663,TW-CH-002,2026-01-07 09:01:00,78,CALL
666660911,666661426,35848797970975,TW-CH-003,2026-01-06 09:01:00,227,CALL
666660382,666661576,35811373382431,TW-CH-008,2026-01-01 19:40:00,94,CALL
666660942,666661110,35842472755623,TW-CH-002,2026-01-05 16:50:00,136,CALL
666660492,666661327,35896936748416,TW-CH-005,2026-01-05 10:29:00,36,CALL
666660680,666661417,35865837648494,TW-CH-002,2026-01-06 11:28:00,33,CALL
666660334,666661501,35811510852201,TW-CH-003,2026-01-11 20:47:00,43,CALL
666660966,666661930,35898928265813,TW-CH-007,2026-01-10 20:19:00,152,CALL
666660150,666661314,35838044006575,TW-CH-006,2026-01-05 20:03:00,19,CALL
666660715,666661963,35862386693118,TW-CH-007,2026-01-05 14:19:00,141,CALL
666660270,666661838,35820797869509,TW-CH-006,2026-01-07 20:31:00,82,CALL
666660529,666661404,35810001641620,TW-CH-002,2026-01-05 13:36:00,88,CALL
666660730,666661250,35819572011494,TW-CH-005,2026-01-10 11:57:00,285,CALL
666660613,666661565,35865978419306,TW-CH-008,2026-01-04 11:16:00,128,CALL
666660672,666661329,35870991130684,TW-CH-005,2026-01-07 15:50:00,233,CALL
666660496,666661255,35869945025959,TW-CH-008,2026-01-04 16:23:00,207,CALL
666660782,666661930,35880606949670,TW-CH-002,2026-01-04 15:44:00,238,CALL
666660125,666661297,35825866960152,TW-CH-001,2026-01-03 09:41:00,185,CALL
666660905,666661746,35881556437532,TW-CH-006,2026-01-03 17:41:00,243,CALL
666660331,666661465,35884052762243,TW-CH-001,2026-01-04 11:34:00,198,CALL
666660917,666661105,35870659065033,TW-CH-004,2026-01-10 09:06:00,93,CALL
666660314,666661180,35820407958630,TW-CH-004,2026-01-01 13:02:00,257,CALL
666660901,666661382,35822199386684,TW-CH-002,2026-01-08 19:48:00,284,CALL
666660274,666661137,35884409202284,TW-CH-002,2026-01-02 12:13:00,102,CALL
666660948,666661896,35811904591315,TW-CH-003,2026-01-10 19:30:00,71,CALL
666660260,666661978,35858285591010,TW-CH-005,2026-01-06 12:45:00,205,CALL
666660750,666661733,35834371723527,TW-CH-005,2026-01-11 18:07:00,20,CALL
666660617,666661573,35894691724171,TW-CH-004,2026-01-11 10:02:00,198,CALL
666660671,666661952,35824515318906,TW-CH-001,2026-01-01 15:39:00,100,CALL
666660879,666661492,35864698659206,TW-CH-008,2026-01-05 09:29:00,106,CALL
666660133,666661486,35839485626693,TW-CH-008,2026-01-05 13:11:00,95,CALL
666660884,666661261,35838380804833,TW-CH-004,2026-01-11 08:12:00,206,CALL
666660553,666661332,35874608832901,TW-CH-002,2026-01-02 11:44:00,152,CALL
666660145,666661106,35881834720918,TW-CH-001,2026-01-05 16:00:00,209,CALL
666660219,666661420,35858803499603,TW-CH-001,2026-01-07 08:50:00,60,CALL
666660706,666661140,35812110205857,TW-CH-004,2026-01-01 18:10:00,120,CALL
666660328,666661560,35861797055842,TW-CH-005,2026-01-01 15:21:00,24,CALL
666660805,666661581,35847629655969,TW-CH-004,2026-01-08 18:53:00,117,CALL
666660474,666661637,35836739454329,TW-CH-005,2026-01-05 14:43:00,227,CALL
666660688,666661597,35897471872748,TW-CH-005,2026-01-07 08:03:00,121,CALL
666660665,666661529,35810417118323,TW-CH-001,2026-01-03 15:13:00,48,CALL
666660965,666661625,35873297996644,TW-CH-008,2026-01-01 12:18:00,266,CALL
666660223,666661558,35830631786325,TW-CH-006,2026-01-06 11:14:00,98,CALL
666660505,666661880,35890220104945,TW-CH-005,2026-01-04 10:02:00,62,CALL
666660811,666661774,35856844913649,TW-CH-001,2026-01-01 18:14:00,138,CALL
666660291,666661461,35865307145079,TW-CH-004,2026-01-05 15:43:00,184,CALL
666660307,666661173,35818527870541,TW-CH-008,2026-01-11 15:42:00,204,CALL
666660216,666661966,35889718662046,TW-CH-001,2026-01-03 16:03:00,54,CALL
666660655,666661194,35815157027235,TW-CH-003,2026-01-05 08:18:00,199,CALL
666660376,666661904,35872566934194,TW-CH-001,2026-01-10 12:57:00,242,CALL
666660796,666661533,35878760599483,TW-CH-008,2026-01-02 08:22:00,55,CALL
666660146,666661829,35862325955859,TW-CH-004,2026-01-08 20:41:00,32,CALL
666660855,666661497,35874021791134,TW-CH-007,2026-01-10 19:34:00,126,CALL
666660777,666661922,35894741426668,TW-CH-006,2026-01-02 16:03:00,156,CALL
666660594,666661844,35881460461271,TW-CH-004,2026-01-04 10:12:00,141,CALL
666660633,666661202,35830786102174,TW-CH-002,2026-01-07 11:06:00,18,CALL
666660405,666661157,35836514050886,TW-CH-008,2026-01-03 20:13:00,218,CALL
666660685,666661910,35870869989380,TW-CH-008,2026-01-07 08:50:00,232,CALL
666660210,666661308,35895833733788,TW-CH-001,2026-01-05 08:06:00,244,CALL
666660546,666661976,35861707145293,TW-CH-006,2026-01-10 09:05:00,266,CALL
666660345,666661675,35845191287674,TW-CH-005,2026-01-08 20:42:00,43,CALL
